2.000000000000000096e-04,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.790000000000000000e+03
3.000000000000000279e-04,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.194000000000000000e+03
4.000000000000000192e-04,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,8.950000000000000000e+02
5.000000000000000104e-04,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,7.160000000000000000e+02
6.000000000000000559e-04,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,5.970000000000000000e+02
7.000000000000001013e-04,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,5.120000000000000000e+02
8.000000000000001468e-04,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,4.480000000000000000e+02
9.000000000000001922e-04,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,3.980000000000000000e+02
1.000000000000000238e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,3.580000000000000000e+02
1.100000000000000283e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,3.260000000000000000e+02
1.200000000000000329e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,2.990000000000000000e+02
1.300000000000000374e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,2.760000000000000000e+02
1.400000000000000419e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,2.560000000000000000e+02
1.500000000000000465e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,2.390000000000000000e+02
1.600000000000000510e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,2.240000000000000000e+02
1.700000000000000556e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,2.110000000000000000e+02
1.800000000000000601e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.990000000000000000e+02
1.900000000000000647e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.890000000000000000e+02
2.000000000000000475e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.800000000000000000e+02
2.100000000000000304e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.710000000000000000e+02
2.200000000000000133e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.630000000000000000e+02
2.299999999999999961e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.560000000000000000e+02
2.399999999999999790e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.500000000000000000e+02
2.499999999999999618e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.440000000000000000e+02
2.599999999999999447e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.380000000000000000e+02
2.699999999999999276e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.330000000000000000e+02
2.799999999999999104e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.280000000000000000e+02
2.899999999999998933e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.240000000000000000e+02
2.999999999999998761e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.200000000000000000e+02
3.099999999999998590e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.160000000000000000e+02
3.199999999999998419e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.120000000000000000e+02
3.299999999999998247e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.090000000000000000e+02
3.399999999999998076e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.060000000000000000e+02
3.499999999999997904e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.030000000000000000e+02
3.599999999999997733e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,1.000000000000000000e+02
3.699999999999997562e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,9.700000000000000000e+01
3.799999999999997390e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,9.500000000000000000e+01
3.899999999999997219e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,9.200000000000000000e+01
3.999999999999997481e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,9.000000000000000000e+01
4.099999999999997743e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,8.800000000000000000e+01
4.199999999999998006e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,8.600000000000000000e+01
4.299999999999998268e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,8.400000000000000000e+01
4.399999999999998530e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,8.200000000000000000e+01
4.499999999999998793e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,8.000000000000000000e+01
4.599999999999999055e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,7.800000000000000000e+01
4.699999999999999317e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,7.700000000000000000e+01
4.799999999999999580e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,7.500000000000000000e+01
4.899999999999999842e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,7.400000000000000000e+01
5.000000000000000104e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,7.200000000000000000e+01
5.100000000000000366e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,7.100000000000000000e+01
5.200000000000000629e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,6.900000000000000000e+01
5.300000000000000891e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,6.800000000000000000e+01
5.400000000000001153e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,6.700000000000000000e+01
5.500000000000001416e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.556000000000000050e+01,6.600000000000000000e+01
5.600000000000001678e-03,2.500000000000000000e+00,1.667000000000000171e+01,1.443999999999999950e+01,6.500000000000000000e+01
5.700000000000001940e-03,2.500000000000000000e+00,1.500000000000000000e+01,1.443999999999999950e+01,6.500000000000000000e+01
5.800000000000002202e-03,2.500000000000000000e+00,1.500000000000000000e+01,1.443999999999999950e+01,6.900000000000000000e+01
5.900000000000002465e-03,2.500000000000000000e+00,1.500000000000000000e+01,1.443999999999999950e+01,7.400000000000000000e+01
6.000000000000002727e-03,2.500000000000000000e+00,1.333000000000000007e+01,1.443999999999999950e+01,8.000000000000000000e+01
6.100000000000002989e-03,2.500000000000000000e+00,1.166999999999999993e+01,1.333000000000000007e+01,8.600000000000000000e+01
6.200000000000003252e-03,2.500000000000000000e+00,1.000000000000000000e+01,1.222000000000000064e+01,9.200000000000000000e+01
6.300000000000003514e-03,2.500000000000000000e+00,1.000000000000000000e+01,1.110999999999999943e+01,9.800000000000000000e+01
6.400000000000003776e-03,2.500000000000000000e+00,6.669999999999999929e+00,1.000000000000000000e+01,1.030000000000000000e+02
6.500000000000004038e-03,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+01,1.080000000000000000e+02
6.600000000000004301e-03,2.500000000000000000e+00,6.669999999999999929e+00,1.000000000000000000e+01,1.130000000000000000e+02
6.700000000000004563e-03,2.500000000000000000e+00,6.669999999999999929e+00,1.000000000000000000e+01,1.180000000000000000e+02
6.800000000000004825e-03,2.500000000000000000e+00,6.669999999999999929e+00,1.000000000000000000e+01,1.220000000000000000e+02
6.900000000000005088e-03,2.500000000000000000e+00,6.669999999999999929e+00,1.000000000000000000e+01,1.490000000000000000e+02
7.000000000000005350e-03,2.500000000000000000e+00,5.000000000000000000e+00,3.330000000000000071e+00,2.320000000000000000e+02
7.100000000000005612e-03,2.500000000000000000e+00,5.000000000000000000e+00,4.440000000000000391e+00,2.660000000000000000e+02
7.200000000000005874e-03,2.500000000000000000e+00,6.669999999999999929e+00,4.440000000000000391e+00,2.950000000000000000e+02
7.300000000000006137e-03,2.500000000000000000e+00,5.000000000000000000e+00,4.440000000000000391e+00,3.210000000000000000e+02
7.400000000000006399e-03,2.500000000000000000e+00,5.000000000000000000e+00,3.330000000000000071e+00,3.450000000000000000e+02
7.500000000000006661e-03,2.500000000000000000e+00,3.330000000000000071e+00,3.330000000000000071e+00,3.680000000000000000e+02
7.600000000000006924e-03,2.500000000000000000e+00,5.000000000000000000e+00,3.330000000000000071e+00,3.890000000000000000e+02
7.700000000000007186e-03,2.500000000000000000e+00,3.330000000000000071e+00,3.330000000000000071e+00,4.100000000000000000e+02
7.800000000000007448e-03,2.500000000000000000e+00,5.000000000000000000e+00,4.440000000000000391e+00,4.300000000000000000e+02
7.900000000000007710e-03,2.500000000000000000e+00,5.000000000000000000e+00,4.440000000000000391e+00,4.500000000000000000e+02
8.000000000000007105e-03,2.500000000000000000e+00,3.330000000000000071e+00,3.330000000000000071e+00,4.690000000000000000e+02
