2.000000000000000096e-04,3.332999999999999829e+01,3.110999999999999943e+01
3.000000000000000279e-04,2.000000000000000000e+01,2.332999999999999829e+01
4.000000000000000192e-04,1.832999999999999829e+01,1.667000000000000171e+01
5.000000000000000104e-04,1.500000000000000000e+01,1.556000000000000050e+01
6.000000000000000559e-04,1.333000000000000007e+01,1.222000000000000064e+01
7.000000000000001013e-04,1.166999999999999993e+01,1.110999999999999943e+01
8.000000000000001468e-04,1.000000000000000000e+01,8.890000000000000568e+00
9.000000000000001922e-04,1.000000000000000000e+01,8.890000000000000568e+00
1.000000000000000238e-03,6.669999999999999929e+00,8.890000000000000568e+00
1.100000000000000283e-03,6.669999999999999929e+00,8.890000000000000568e+00
1.200000000000000329e-03,6.669999999999999929e+00,7.780000000000000249e+00
1.300000000000000374e-03,3.330000000000000071e+00,7.780000000000000249e+00
1.400000000000000419e-03,3.330000000000000071e+00,6.669999999999999929e+00
1.500000000000000465e-03,3.330000000000000071e+00,6.669999999999999929e+00
1.600000000000000510e-03,3.330000000000000071e+00,6.669999999999999929e+00
1.700000000000000556e-03,3.330000000000000071e+00,5.559999999999999609e+00
1.800000000000000601e-03,3.330000000000000071e+00,6.669999999999999929e+00
1.900000000000000647e-03,3.330000000000000071e+00,6.669999999999999929e+00
2.000000000000000475e-03,3.330000000000000071e+00,6.669999999999999929e+00
2.100000000000000304e-03,3.330000000000000071e+00,5.559999999999999609e+00
2.200000000000000133e-03,3.330000000000000071e+00,5.559999999999999609e+00
2.299999999999999961e-03,3.330000000000000071e+00,5.559999999999999609e+00
2.399999999999999790e-03,3.330000000000000071e+00,5.559999999999999609e+00
2.499999999999999618e-03,3.330000000000000071e+00,5.559999999999999609e+00
2.599999999999999447e-03,3.330000000000000071e+00,5.559999999999999609e+00
2.699999999999999276e-03,3.330000000000000071e+00,5.559999999999999609e+00
2.799999999999999104e-03,3.330000000000000071e+00,4.440000000000000391e+00
2.899999999999998933e-03,3.330000000000000071e+00,4.440000000000000391e+00
2.999999999999998761e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.099999999999998590e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.199999999999998419e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.299999999999998247e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.399999999999998076e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.499999999999997904e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.599999999999997733e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.699999999999997562e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.799999999999997390e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.899999999999997219e-03,3.330000000000000071e+00,4.440000000000000391e+00
3.999999999999997481e-03,3.330000000000000071e+00,4.440000000000000391e+00
4.099999999999997743e-03,3.330000000000000071e+00,4.440000000000000391e+00
